title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
파리바게뜨 마이넘버원 새콤세트 마이넘버원 <b>딸기</b>생크림 조각<b>케이크</b> + 마이넘버원 블루베리 요거트 조각<b>케이크</b> + 아이스 아메리카노 2잔,https://search.shopping.naver.com/catalog/57023923180,https://shopping-phinf.pstatic.net/main_5702392/57023923180.20251001153927.jpg,19200,,네이버,57023923180,1,파리바게뜨,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
파리바게뜨 케이팝 데몬 헌터스 콜라보 촉촉한 핑크 <b>딸기케익</b>,https://search.shopping.naver.com/catalog/56989490169,https://shopping-phinf.pstatic.net/main_5698949/56989490169.20250929182830.jpg,2200,,네이버,56989490169,1,파리바게뜨,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
투썸플레이스 생<b>딸기</b> 생크림 <b>케이크</b> 피스 + <b>딸기</b> 듬뿍 라떼 R 2잔,https://search.shopping.naver.com/catalog/58392955142,https://shopping-phinf.pstatic.net/main_5839295/58392955142.20260105160851.jpg,19890,,네이버,58392955142,1,투썸플레이스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
파리크라상 <b>딸기</b> 생크림 <b>케익</b>,https://search.shopping.naver.com/catalog/52522981330,https://shopping-phinf.pstatic.net/main_5252298/52522981330.20250116174155.jpg,46000,,네이버,52522981330,1,파리크라상,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
할리스 설향 <b>딸기</b>숲 생크림 <b>케이크</b>,https://smartstore.naver.com/main/products/12990206272,https://shopping-phinf.pstatic.net/main_9053471/90534717364.jpg,38000,,할리스 E쿠폰 선물하기,90534717364,2,할리스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
<b>딸기</b> 프레지에 <b>케이크</b>,https://smartstore.naver.com/main/products/13035280866,https://shopping-phinf.pstatic.net/main_9057979/90579791958.jpg,14900,,스타벅스 e쿠폰 선물하기,90579791958,2,스타벅스,스타벅스,여가/생활편의,생활편의,e쿠폰,카페/베이커리
파리바게뜨 마이 <b>딸기</b>조각세트 마이넘버원 <b>딸기</b>생크림 조각 <b>케이크</b> + 아이스 카페라떼 1잔,https://search.shopping.naver.com/catalog/55467519749,https://shopping-phinf.pstatic.net/main_5546751/55467519749.20250624181321.jpg,10300,,네이버,55467519749,1,파리바게뜨,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
스타벅스 카페 아메리카노 T 2잔 + <b>딸기</b> 생크림 레이어 <b>케이크</b>,https://search.shopping.naver.com/catalog/58800101545,https://shopping-phinf.pstatic.net/main_5880010/58800101545.20260204171515.jpg,18300,,네이버,58800101545,1,스타벅스,스타벅스,여가/생활편의,생활편의,e쿠폰,카페/베이커리
[택배발송] <b>딸기</b> 말차 <b>케이크</b> 초코 생크림 바닐라시트 1호,https://smartstore.naver.com/main/products/12845328347,https://shopping-phinf.pstatic.net/main_9038983/90389839340.jpg,42500,,포켓파크디저트,90389839340,2,포켓파크,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
할리스 당신을 위한 선물 <b>딸기</b> 치즈<b>케익</b> 할리치노 R + 핫초코 R + 티라미수 쏘스윗박스,https://search.shopping.naver.com/catalog/55024412681,https://shopping-phinf.pstatic.net/main_5502441/55024412681.20250529182022.jpg,18800,,네이버,55024412681,1,할리스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
할리스 애플망고스무디 + <b>딸기</b>스무디 + <b>딸기</b>치즈<b>케익</b> 쏘스윗박스,https://search.shopping.naver.com/catalog/57453877475,https://shopping-phinf.pstatic.net/main_5745387/57453877475.20251030173343.jpg,19500,,네이버,57453877475,1,할리스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
할리스 아메리카노 R + <b>딸기</b> 치즈<b>케익</b> 쏘스윗박스,https://search.shopping.naver.com/catalog/57453882365,https://shopping-phinf.pstatic.net/main_5745388/57453882365.20251030174655.jpg,11200,,네이버,57453882365,1,할리스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
할리스 <b>딸기</b> 치즈<b>케익</b> 할리치노 R,https://search.shopping.naver.com/catalog/50485387623,https://shopping-phinf.pstatic.net/main_5048538/50485387623.20240925181422.jpg,6400,,네이버,50485387623,1,할리스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
[선물하기] 파리크라상 <b>딸기</b> 요거트 <b>케이크</b>,https://smartstore.naver.com/main/products/12940279394,https://shopping-phinf.pstatic.net/main_9048479/90484790404.jpg,46530,,BCON,90484790404,2,파리크라상,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
투썸플레이스 떠먹는 스초생 + 떠먹는 화이트 스초생 + 생<b>딸기</b> 듬뿍 주스 R + <b>딸기</b> 듬뿍 라떼 R,https://search.shopping.naver.com/catalog/58392340269,https://shopping-phinf.pstatic.net/main_5839234/58392340269.20260105154518.jpg,28110,,네이버,58392340269,1,투썸플레이스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
투썸플레이스 떠먹는 스초생 + <b>딸기</b> 듬뿍 라떼 R,https://search.shopping.naver.com/catalog/58392690210,https://shopping-phinf.pstatic.net/main_5839269/58392690210.20260105155357.jpg,13860,,네이버,58392690210,1,투썸플레이스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
한스<b>케익</b> <b>딸기</b>생크림 S,https://search.shopping.naver.com/catalog/53828101595,https://shopping-phinf.pstatic.net/main_5382810/53828101595.20250328170531.jpg,44320,,네이버,53828101595,1,한스케익,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
한스<b>케익</b> <b>딸기</b> 프리미엄 롤<b>케이크</b>,https://search.shopping.naver.com/catalog/55212038640,https://shopping-phinf.pstatic.net/main_5521203/55212038640.20250609160705.jpg,31520,,네이버,55212038640,1,한스케익,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
[바로콘] 투썸플레이스 과일생 듀오 <b>케이크</b> (<b>딸기</b>/망고) 기프티콘,https://smartstore.naver.com/main/products/13010278356,https://shopping-phinf.pstatic.net/main_9055478/90554789448.jpg,35880,,바로콘,90554789448,2,투썸플레이스,투썸플레이스,여가/생활편의,생활편의,e쿠폰,카페/베이커리
스타벅스 붉은 로즈 초콜릿 T 2잔 + <b>딸기</b> 가나슈 프레지에,https://search.shopping.naver.com/catalog/58800619050,https://shopping-phinf.pstatic.net/main_5880061/58800619050.20260204174938.jpg,23900,,네이버,58800619050,1,스타벅스,스타벅스,여가/생활편의,생활편의,e쿠폰,카페/베이커리
할리스 생일축하해요 바닐라 딜라이트 R + <b>딸기</b> 치즈<b>케익</b> 할리치노 R  + 뉴욕 치즈 <b>케이크</b> + 트리플 초코 <b>케이크</b>,https://search.shopping.naver.com/catalog/50383924619,https://shopping-phinf.pstatic.net/main_5038392/50383924619.20240919175520.jpg,23070,,네이버,50383924619,1,할리스,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
폴바셋 <b>딸기</b> 생크림 <b>케이크</b> 조각 + 카페라떼 S + 아이스크림 카페라떼 S,https://search.shopping.naver.com/catalog/56440517505,https://shopping-phinf.pstatic.net/main_5644051/56440517505.20250826163207.jpg,19570,,네이버,56440517505,1,폴바셋,,여가/생활편의,생활편의,e쿠폰,카페/베이커리
스타벅스 카페 아메리카노T 2잔 + <b>딸기</b> 프레지에 <b>케이크</b>,https://search.shopping.naver.com/catalog/58796391074,https://shopping-phinf.pstatic.net/main_5879639/58796391074.20260204104239.jpg,24300,,네이버,58796391074,1,스타벅스,스타벅스,여가/생활편의,생활편의,e쿠폰,카페/베이커리
