title,link,description,bloggername,bloggerlink,postdate
개강까지 이제 3주 2월 둘째주 일기,https://blog.naver.com/eveloveadam/224183668750,있는 나인가보다 그냥 우울해서 단거 파티중 <b>딸기라떼</b>에 치즈케이크 먹는중 설날이라고 만원이상 시키니까. 이거 주심 ㅋㅋㅋㅋㅋ 귀엽다 그냥 고민하던 키보드를 질렀단는 이야기를 하고 싶었다 한글... ,아주 사적인 공간,blog.naver.com/eveloveadam,20260214
방배카페 / 서초카페 두바이쫀득쿠키 무드커피 아쫀쿠 커피 맛집,https://blog.naver.com/tokkung2/224183664588,메뉴 &amp; 내부 정보 겨울에 마시기 딱 좋은 설향<b>딸기라떼</b> 수제 베이스로 묵직하고 풍미 깊은 바닐라빈라떼 뒷맛이 깔끔한 말차라떼와 30시간동안 농축시킨 락토프리우유를 사용한 카페라떼까지 대박이죠 (p≧w... ,맛있고 행복한 요런저런 이야기,blog.naver.com/tokkung2,20260214
스타벅스 베이프 베이비마일로 리유저블 컵 행사 이벤트 기간... ,https://blog.naver.com/farbemaria/224183659458,붉은 로즈 초콜릿 얼그레이 바닐라 티 라떼 자몽 허니 블랙티 스타벅스 <b>딸기 라떼</b> 바닐라 크림 콜드브루 5종의 대상음료를 그란데 사이즈로 주문해야 리유저블컵을 받을 수 있어요! 스타벅스 베이프... ,패션&뷰티 라운지,blog.naver.com/farbemaria,20260214
파리바게트 발렌타인데이 케이크 종류 파바 두쫀팝 베리밤 케익... ,https://blog.naver.com/llllstyle/224183657941,"작년부터 말차, 두바이 카다이프까지 다양하게 유행하는 덕에 올해에는 딸기 외에도 먹거리가 많다는... 신메뉴 <b>딸기라떼</b> 랑그드샤, 초코 티라미수 랑그드샤, 말차라떼 랑그드샤 각 5,900원. 한입에 쏙 잣엿... ",엘리의 작지만 큰 이야기 *,blog.naver.com/llllstyle,20260214
스타벅스 아이스 두바이 초콜릿 말차 후기!,https://blog.naver.com/4xpyo/224183656399,음료는 이렇게 생겼어요 언니랑 같이와서 언닌 <b>딸기라떼</b> 저는 두바이 초콜릿 말차 시켰어요! 우선... 차라리 두쫀쿠 드시고 말차 라떼 사드세요. 그치만 궁금하시면 젤 짝은 사이즈로 한 번 도전 해보시길.. 사람... ,일상 공유도치,blog.naver.com/4xpyo,20260214
동래 온천천 브런치 씨즐,https://blog.naver.com/meimei08-/224183654880,시켰는데 <b>딸기라떼</b> 정말 맛있더라구요 ..!?  맛있는 딸기 우유에 안에 딸기가 같이 씹히는 그런 맛 담에 방문하면 또 <b>딸기라떼</b> 먹을 거 같아요 (1인 1브런치) 음식은 동시에 나와서 먼저 샐러드부터 먹었어요... ,일상 속 행복,blog.naver.com/meimei08-,20260214
광주 광산구 수완지구 카페 [ 르부케 ],https://blog.naver.com/464tpwls/224183652625,[ <b>딸기라떼</b> ] 맛있는 <b>딸기라떼</b>집이 별로 없어서 기대하지 않았는데 받고 너무 좋았어요!!! 라떼안에 생딸기가 듬뿍 들어 있어서 한입 먹을 때마다 달콤하고 상큼한 맛이 느껴졌어요. 우유와 딸기의 조화가... ,지니의 happy_space • ɔ •,blog.naver.com/464tpwls,20260214
고령 안림천 카페 / 고령 카페 추천 / 생<b>딸기 라떼</b> 맛집 / 경북... ,https://blog.naver.com/pelet/224183651510,좋아하면 딸기주스보다는 생<b>딸기라떼</b>가 더 낫다고 하더라고요 보기에도 너무 예뻐요 ㅋㅋ 데코 된 딸기도 싱싱해서 먹으면 된다고 하시길래 입안에 넣어보니 그렇게 달콤할 수가 없지요? ^^ 근처에 대가야... ,바른생활 시원,blog.naver.com/pelet,20260214
2.12일 중학교 친구들과 경복궁✨,https://blog.naver.com/beomgyu0309-/224183649716,일본 감성 너무 좋은 것 같다..ㅠ 근데 내가 못생긴건지 카메라빨을 못 받는건지… 얼굴이 너무 못생기게 나와서 조금 시무룩 했었다 하지만 보정 어플이 있으니까^^… 거울에서도 한번 찍구~ <b>딸기라떼</b> 냠냠... ,이 순간이 영원 했으면✨,blog.naver.com/beomgyu0309-,20260214
"강남 썸띵어바웃커피: 강남역 디저트 카페, 신논현역... ",https://blog.naver.com/mynameissunshine/224183646773,달달하니 맛있더라구용 <b>딸기라떼</b>도 딸기 과육이 춉춉 잘 씹혀서 좋았어요 꺅 저녁먹고 2차로 가기 좋은 강남 썸띵어바웃커피 추천해여 #강남역카페 #신논현역카페 #썸띵어바웃커피 #강남썸띠어바웃커피... ,해짤의 하루하루,blog.naver.com/mynameissunshine,20260214
북한강 뷰 통창에서 말차 슈페너 마신 힐링 남양주 카페,https://blog.naver.com/sesses0399/224183642040,저는 이곳의 시그니처 메뉴 중 하나인 말차라떼를 주문해 보기로 했어요. 주문률이 높다는 말에... 말차와 다른 재료의 조합도 궁금해서 말차 조안 <b>딸기 라떼</b>를 주문했어요. 이 메뉴는 말차의 쌉싸름함과 딸기의... ,★블리의 최강우주월드★,blog.naver.com/sesses0399,20260214
(광주) 수완지구 분위기 좋은 감성 카페 늦게까지 하는 곳... ,https://blog.naver.com/dona1oo4/224183637005,"초코크림라떼 이렇게 음료만 주문했어요 주문한 음료가 나왔어요 비주얼부터 합격  <b>딸기 라떼</b>에는 건조된 딸기 크럼블을 듬뿍 올려주셔서 상큼함이 더해진 느낌이고 초코, 녹차 크림라떼에는 풍성한 크림을... ",DONADONA Blog,blog.naver.com/dona1oo4,20260214
송도 두쫀쿠 맛집 송현아 카페 추천 카페그라토,https://blog.naver.com/solgeat/224183636920,"논커피 종류는 <b>딸기라떼</b>, 초코라떼, 에이드가 있어요 디저트류는 치아바타+카이막, 휘낭시에, 브라우니, 쿠키가 있어요. 치즈타르트와 치즈케이크도 있습니다. 원래 예전에 다쿠아즈로 판매하셨었는데 이젠 안... ",solgeat의 솔깃한 일상,blog.naver.com/solgeat,20260214
용산 후암동 카페 우녹 Unok 특별한 찹쌀도너츠 한옥스타일... ,https://blog.naver.com/minie30/224177350784,우녹라떼(디카페인)와 <b>딸기라떼</b>로 주문했어요! 주문한 메뉴가 나왔고요 찹쌀도너츠(츄이도넛)는... 우녹라떼와도 꽤 잘 어울린다는 느낌이어서 좋았어요 딸기는 상큼달달한 딸기청으로 우유에 타주셔서 잘... ,오늘의 뜌루,blog.naver.com/minie30,20260214
마산 댓거리 빈티지 카페 - 네이버후드,https://blog.naver.com/mok3145/224183627272,"아메리카노 <b>딸기라떼</b> 오레오 브라우니 영수증 리뷰 이벤트 참여시 디저트류 1,000원 할인!! 제 최애... 맛있고 <b>딸기라떼</b>도 맛있더라고요! ㅎㅎ 집 근처 산책할때 한번씩 방문하기 좋은거같아요 이상으로... ",주피터네 빵순이,blog.naver.com/mok3145,20260214
수원역 베이커리 카페 일상엔 베이커리 토피넛크림<b>라떼</b>... ,https://blog.naver.com/yujin_home/224182779997,논커피라떼 - <b>딸기 라떼</b>  A급 딸기를 저온당침하여 색과 향을 모두 잡은 겨울 한정 음료 방문할 때마다 새로운 메뉴를 경험할 수 있다는 점도 매력 포인트다! 수원역 베이커리카페 일상엔 베이커리 후기... ,yujin_home,blog.naver.com/yujin_home,20260214
<b>딸기</b>생크림케이크 맛집 나달케이크,https://blog.naver.com/gogoju-/224183621943,"망그러진곰 딸기 넘 귀여워용 카페음료 커피, 차, 감귤에이즈, 생<b>딸기라떼</b>, 레몬유자에이드, 초코, 그린티라떼 등의 카페음료 있어요 네이밍은 '날'과 '달' 흘러가는 시간 계절의 제철과일로 만든 케이크를... ",서울의 맛집과 여행지,blog.naver.com/gogoju-,20260214
디저트가 맛있는 구월동 카페 스타싸인,https://blog.naver.com/jujube160807/224183622085,디저트에도 들어가면 풍미가 깊다는 바닐라빈이 들어가서 그런지 깊은 맛이 나고 꾸덕한 크림과 같이 먹으니까 완전 당충전 ➿️ 생<b>딸기라떼</b> 딸기청과 우유 그리고 생딸기조각까지 올라간 생<b>딸기라떼</b>!... ,Golden Berly,blog.naver.com/jujube160807,20260214
유치원 교사의 하루 일과를 알아보자_part.4 발표회편,https://blog.naver.com/jisu0752/224183613986,샌드위치 + <b>딸기라떼</b>로 야근 수당 챙기기••• 미션 ! 시작 전까지 배를 채워라 (구라같다 올라가기 한 시간 전 부터 여자 친구들 머리 새로 싸악 묶어주기 시작. 스프레이를 그냥 들이 붓는 중 맑은샘물 하띵... ,⃰,blog.naver.com/jisu0752,20260214
고성 소노캄 펠리체 ‘더엠브로시아’ 울산바위뷰 카페 평일... ,https://blog.naver.com/leesiheun/224183614070,"그냥 라떼에요 ㅎㅎ.. 쿠키랑 같이 먹으니 무난합니다. <b>딸기라떼</b> 생딸기 퓨레로 달달한 거 좋아하면 만족할 맛. 비주얼도 예쁘고, 애기들도 잘 먹을 것 같아요 앉아서 커피 한 모금 마시고 창밖 보면 바로... ",흔하지 않은 블로그,blog.naver.com/leesiheun,20260214
"[거제 구조라 카페] 소금빵이 기억에 남는 디저트 맛집, 마르아줄",https://blog.naver.com/kbr1224/224183612021,"요즘 시즌 메뉴인 <b>딸기라떼</b>와 딸기우유도 추천 메뉴다. 이곳은 단순히 예쁜 카페가 아니라, 음료와 디저트까지 안정적으로 맛있는 집이라 꾸준히 찾게 된다. 메뉴 마무리 마르아줄은 공간도 포근하지만... ",안온한 조각들,blog.naver.com/kbr1224,20260214
"남양주 카페 추천 THE377｜연중무휴 9~22시, 가족/데이트 코스... ",https://blog.naver.com/walkinginthewinter/224182406074,"때는 <b>딸기라떼</b>를 마셨던 기억이 있어서, 이번엔 분위기 바꿔서 에이드로! 그리고 이 날 제일 웃겼던(?) 포인트는 아이가 아주 혼자 잡고 잘 먹더라고요 ㅎㅎ 저는 살짝 맛만 본 ㅋㅋ 카페라떼 라떼는... ",walking in the winter wonderland,blog.naver.com/walkinginthewinter,20260214
대전 성심당 다음으로 <b>딸기</b> 막 퍼주는 수청골 디저트 카페... ,https://blog.naver.com/glrjd0212/224183605798,"카페 레오 수통골의 자연 경관을 즐길 수 있는 아주 예쁜 카페인데 핸드 드립 커피, 계절 과일 빙수, 크로플이 유명해요 12월~4월까지는 딸기 시즌 딸기 크로플, 딸기 빙수, <b>딸기 라떼</b>, 딸기 스무디 옛날 팥빙수... ",츄랑,blog.naver.com/glrjd0212,20260214
메가커피 신메뉴 크런치 피스타쵸 프라페 피스타치오 솔직후기... ,https://blog.naver.com/dawn_of_winter/224183604064,&gt;인기메뉴 2종 구매 시 1000원 할인&lt; 땍1) 음료 2종 택2) 디저트 4종 &gt;단품 300원 할인&lt; 크런치 피스타쵸 프라페 메가베리 아사이볼 <b>딸기라떼</b> 말차젤라또 퐁당 딸기프라페 딸기젤라또 퐁당 딥 초코라떼 그린키위... ,해마's의 냠냠일상,blog.naver.com/dawn_of_winter,20260214
[송정 오션뷰 카페] 뷰가 정말 좋고 애견동반 가능한... ,https://blog.naver.com/xw990917/224183603411,"☕ 내가 먹은 메뉴 블루베리 요거트 스무디 8,500원 <b>딸기라떼</b> (ICE) 8,000원 딸기 프레누아 8,500원  총 25,000원 스무디가 더 맛있었습니다 음료는 솔직히 “엄청 특별하다” 이런 느낌은 아니고 뷰값 포함해서... ",어디가노님의블로그,blog.naver.com/xw990917,20260214
대전샌드위치도시락 대전단체도시락 대전간식도시락,https://blog.naver.com/rose_8707/224183602587,"홀샌드위치와 제철과일 아이스아메리카노 구성 (16,000원) 2.불고기랩샌드위치와 <b>딸기라떼</b> 제철과일 구성 (18,000원) -음료, 과일변경 가능합니다 ☺️ 3. 불고기랩샌드위치와 <b>딸기라떼</b> 미니디저트... ",Mellow Meal,blog.naver.com/rose_8707,20260214
닉센 새벽 두시까지 빵 식사 가능한 남양주카페,https://blog.naver.com/jeunju33/224183598379,"또 다른 음료로 <b>딸기라떼</b> (7,800원)도 맛보았는데, 인공적인 맛이 아닌 신선한 딸기의 맛이 진하게 느껴져서 좋았어요. 이곳은 커피뿐만 아니라 다양한 음료 라인업이 잘 갖춰진 남양주카페라는 생각이... ",쭈-일상-정보,blog.naver.com/jeunju33,20260214
[카페] 삼척 근덕 신상카페 토디 / 소금빵 &amp; 버터바가 맛있는 카페,https://blog.naver.com/bless3you/224183365355,"토디 음료 메뉴 및 가격 대표메뉴 삼척생<b>딸기라떼</b> : 5,000원 삼척생딸기주스 : 6,500원 창가 자리에서 바라본 읍내 느낌의 바깥풍경 주문한 음료와 소금빵~ 생<b>딸기라떼</b>(5,000원) 누룽지 소금빵(4,500원), 호떡... ",복쓰리와 소소한 행복을 찾아서...,blog.naver.com/bless3you,20260214
스타벅스 <b>딸기라떼</b>/딸기케이크 종류/가격/스타필드 스벅,https://blog.naver.com/tong2lover/224183597712,겨울답게 바리스타 favorites도 <b>딸기 라떼</b> 딸기 딜라이트 요거트 블렌디드 딸기 음료가 두개나ㅎㅎ 붉은로즈초콜릿 새로 나왔던데 달다구리 땡길 때 당 충전 제대로일 거 같아요. <b>딸기라떼</b>로 주문~ 설향... ,Tong2lover,blog.naver.com/tong2lover,20260214
"강원도 철원 감성카페 무이무 다녀옴, 디저트랑 분위기 둘다... ",https://blog.naver.com/eunjini1015/224183592335,인테리어가 정말 잘되있어요오 내스타일 이렇게 아기의자두 준비 되어있어요 참고하세요 저희가 주문한 메뉴는 르뱅쿠키 쫀득쿠키 아이스아메리카노 아이스 바닐라라떼 <b>딸기라떼</b>를 주문했어요 디저트 종류가... ,은진로그|일상.건강.육아.가성비 뷰티 솔직리뷰,blog.naver.com/eunjini1015,20260214
3년만에온 단발병 - 단발/단발펌 후기 (단발머리가 고민이라면?),https://blog.naver.com/qezep/224183591510,기념으로 <b>딸기라떼</b> 먹으러 갈께요~ 감사합니다. 오늘의 기포댁의 하루는 이렇게 행복하게 마무리 해요:) (한줄 평 : 새해를 속시원한 마음으로 맞이하는 느낌.) -참고- -내돈내산- #단발머리 #단발 #단발머리... ,기포댁의 일기장,blog.naver.com/qezep,20260214
"[성신여대입구역 맛집] 우공 / 59,000원에 만나는 5코스의... ",https://blog.naver.com/hydeyukimi/224183588671,"그리고 넘 궁금해서 주문해본 <b>딸기라떼</b>막걸리. 딸기가 엄청 가득가득 들어있었어요. 첫 입부터 끝까지 딸기를 즐길 수 있었고, 마지막까지 딸기가 남았던. ㅎㄷㄷ 예쁜 <b>딸기라떼</b>막걸리까지 합류시켜서 한 컷.... ",Le palais de la lune♪,blog.naver.com/hydeyukimi,20260214
전북 남원 빈타이카페 아기랑 좋은 카페 추천 기저귀갈이대 있음,https://blog.naver.com/thdal810/224183586228,"✔️<b>딸기라떼</b> 6,500원 ✔️아아 4,500원 ✔️땅콩커피 5,800원 주문완료 아기랑 사진도 남기고 빈타이카페에서 잘 쉬다가 갑니다! #남원카페 #남원아기랑가기좋은카페 #빈타이남원점 #땅콩커피 #남원여행 #카페... ",쏭그링,blog.naver.com/thdal810,20260214
"돈이 없으면 집이라도 팔아, 마트에서 짐이라도 날라",https://blog.naver.com/wlsekffp97/224183584955,카페를 엄청 가네 저 <b>딸기라떼</b> 맛있는데 우유가 좀 더 많으면 좋겠음.. 여기 투썸에서 나름 열심히 했다 요즘 내 모든 것 풍향고2 오스트리아 나도 가보고싶다.. 아니 유럽? 너무 재미있음 아저씨 귀여워하는거... ,진예의 무드북,blog.naver.com/wlsekffp97,20260214
부힛..1,https://blog.naver.com/leeeeeeunn/224183581745,뿌힛 학생이 사다준 <b>딸기라떼</b> 오마이갓~~뜨 정말 기쁘규 맛있었다 우씨 오~~~~~~~~랜만에 친구들을 만나서 인동초 가주었습니다 계란부침 최고!!! 마라와 함께 취한 채로 버스타고 본가 가기.. 엄마가 해준 배추전... ,꩜,blog.naver.com/leeeeeeunn,20260214
광주 첨단 카페 추천 어썸바이츠 예쁜 디저트 맛집 감성카페,https://blog.naver.com/ptngus99/224183580398,"말차크림라떼 가격: 5,500원 이건 소영이가 주문한 말차 크림 라떼예요 ☕️ 비주얼부터 영롱 그 자체... 말차 <b>딸기 라떼</b>예요  말차 or 초코 or 딸기 셋이 합쳐진다? 맛이 없을 수가 없음 ㅇㅇ 저는 그래서... ",먹기 위해 사는 박두현˙Ⱉ˙,blog.naver.com/ptngus99,20260214
부산대 디저트 카페 컵넛 부산대점,https://blog.naver.com/my_go5rae/224183579562,"비주얼,, <b>딸기라떼</b>는 생각했던 거 보다 더 달달했고 우유랑 딸기청이 잘 어우러져서, 적당히 달달함 딸기우유 색감 제대로라 넘 예쁘죠  바닐라라떼는 커피 향이 좋고 산미가 강하지 않아서 디저트랑 무난하게... ",지금은,blog.naver.com/my_go5rae,20260214
대구근교 아이랑 가기 좋은 카페 고령 부엔빠리오(주차... ,https://blog.naver.com/mmeetime/224183578795,"달달구리 디저트] 크루아상, 소금빵 <b>딸기라떼</b> 오미자에이드 빵이랑 음료 모두 평균 이상은 하는 맛! 음료 종류가 많아서 아이들도 병에 담긴 가공음료 대신 라떼나 우유 과일주스를 먹기에 좋아요 식빵... ",metime_,blog.naver.com/mmeetime,20260214
[경주황리단길]프토카페*리틀고냅*,https://blog.naver.com/jjeong909/224183576952,ㅠㅠ <b>딸기라떼</b> / 초코라떼 / 히비스커스레몬에이드 <b>딸기라떼</b>가 품절이라 초코는 너무 달꺼같아서..ㅠㅠ 정리 &gt;&gt; 디저트류는 믿고먹어요 &gt;&gt; 음료종류가 다양하지 않아요 &gt;&gt; 분위기가 너무좋고 햇살이 따뜻해요... ,٩( ᐛ )و,blog.naver.com/jjeong909,20260214
[예산 여행] 충남 예산 카페 '여기서 행복할 것' 메뉴 및... ,https://blog.naver.com/howinjjang/224183576662,"주요 메뉴 리스트 티 (Tea): 얼그레이 티, 유기농 허브티(캐모마일, 페퍼민트, 루이보스, 히비스커스 중 선택) 각 4,000원 라떼 및 병 음료: 밀크티 보틀(5,500원), 제주 그린티 라떼(5,800원), 리얼 <b>딸기 라떼</b> 보틀... ",비오는새벽,blog.naver.com/howinjjang,20260214
해방촌 카페 추천 카페오이이 분위기 좋은 내돈내산 디저트맛집,https://blog.naver.com/christyeji1/224179951260,ㅎㅎㅎ 카페 찾다가 가장 가까운 카페가 카페 오이이 이길래 방문해봤어용 저는 <b>딸기라떼</b>와... 맛있었고 <b>딸기라떼</b> 정말 추천드립니다 ! 초콜릿베리케이크도 완전 꾸덕한 갸또 느낌이었어요 ~ 존맛 !!... ,화사쁠리,blog.naver.com/christyeji1,20260214
