title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
복음자리 진심의 딸기 딸기청 <b>딸기라떼</b> 1kg (아이스박스 무료),https://smartstore.naver.com/main/products/10118907047,https://shopping-phinf.pstatic.net/main_8766340/87663409868.1.jpg,13600,,커피다나와,87663409868,2,,,식품,음료,차류,기타차
포유 딸기청 카페 과일청 <b>딸기라떼</b> 대용량 벌크 10kg(1kgx10),https://smartstore.naver.com/main/products/10861890477,https://shopping-phinf.pstatic.net/main_8840639/88406396490.jpg,99000,,삼열이네,88406396490,2,4YOU,,식품,음료,차류,기타차
웰루츠 국내산 냉동 딸기청 1kg 수제 카페 <b>딸기라떼</b> 과일청,https://smartstore.naver.com/main/products/10843877717,https://shopping-phinf.pstatic.net/main_8838838/88388383730.jpg,7500,,웰루츠,88388383730,2,,,식품,음료,차류,기타차
<b>딸기라떼</b> 딸기청 카페 수제 생딸기 냉동딸기 딸기청,https://smartstore.naver.com/main/products/9807875297,https://shopping-phinf.pstatic.net/main_8735237/87352377570.7.jpg,14900,,오늘의 낭만,87352377570,2,,,식품,음료,차류,기타차
진짜 딸기청 수제 과일청 <b>딸기 라떼</b> 만들기 카페 대용량  2.5kg  1개,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=9235248484&ctag=9235248484&lptag=I27303876263&itemId=27303876263&vendorItemId=89217853488&spec=10305199,https://shopping-phinf.pstatic.net/main_5812151/58121517046.jpg,24900,,쿠팡,58121517046,2,,,식품,음료,차류,기타차
루비랑 국산 딸기청 5kg 수제 냉동 카페 <b>딸기라떼</b> 과일청,https://smartstore.naver.com/main/products/10785745205,https://shopping-phinf.pstatic.net/main_8833025/88330251195.jpg,39500,,루비랑.,88330251195,2,,,식품,음료,차류,기타차
복음자리 과일듬뿍 딸기청 580g <b>딸기라떼</b>,https://smartstore.naver.com/main/products/6956186719,https://shopping-phinf.pstatic.net/main_8450068/84500687041.6.jpg,13900,,복음자리 본사 쇼핑몰,84500687041,3,복음자리,대상다이브스,식품,음료,차류,기타차
딸기청 사월의딸기 1kg x 2팩 <b>딸기라떼</b> 딸기스무디,https://smartstore.naver.com/main/products/6236187516,https://shopping-phinf.pstatic.net/main_8378069/83780690005.1.jpg,24700,,Now Good,83780690005,2,,,식품,음료,차류,기타차
빌리푸드 카페 <b>딸기 라떼</b> 에이드 딸기청 2.5kg,https://smartstore.naver.com/main/products/9998131762,https://shopping-phinf.pstatic.net/main_8754263/87542634035.2.jpg,29800,,쇼핑큐브온,87542634035,2,,,식품,음료,차류,기타차
마법의딸기 딸기청 선물세트 <b>딸기라떼</b> 수제청 기프트  마법의딸기 베이직  580g  1개,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8182466181&ctag=8182466181&lptag=I3497962249&itemId=3497962249&vendorItemId=71473999431&spec=10305199,https://shopping-phinf.pstatic.net/main_5564900/55649003025.jpg,22500,,쿠팡,55649003025,2,마법의딸기,,식품,음료,차류,기타차
