title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4
"삼색 아이스크림 바닐라 초코 <b>딸기</b> 10L, 2개",https://search.shopping.naver.com/catalog/58575522038,https://shopping-phinf.pstatic.net/main_5857552/58575522038.20260120004833.jpg,44500,,네이버,58575522038,1,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"빙그레 요맘때 홈컵 스트로베리 , 710ml, 4개",https://search.shopping.naver.com/catalog/55098542474,https://shopping-phinf.pstatic.net/main_5509854/55098542474.20250603140354.jpg,17670,,네이버,55098542474,1,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
"매일유업 매일 소프트믹스 <b>딸기</b> 1L, 1개",https://search.shopping.naver.com/catalog/58742365515,https://shopping-phinf.pstatic.net/main_5874236/58742365515.20260131235328.jpg,6670,,네이버,58742365515,1,,매일유업,식품,과자/베이커리,아이스크림/빙수,아이스크림
"서주 더블더블 <b>딸기</b> 앤 사과 , 125ml, 15개",https://search.shopping.naver.com/catalog/55396522721,https://shopping-phinf.pstatic.net/main_5539652/55396522721.20250620105637.jpg,13560,,네이버,55396522721,1,서주,,식품,과자/베이커리,아이스크림/빙수,아이스크림
미니멜츠 구슬아이스크림 쵸코바닐라 후레쉬<b>딸기</b> 캔디스 레인보우,https://search.shopping.naver.com/catalog/53586418555,https://shopping-phinf.pstatic.net/main_5358641/53586418555.20250430025814.jpg,21750,,네이버,53586418555,1,미니멜츠,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"리틀텐 <b>딸기</b> 앤 포도 , 350ml, 6개",https://search.shopping.naver.com/catalog/55498519029,https://shopping-phinf.pstatic.net/main_5549851/55498519029.20250626114232.jpg,29900,,네이버,55498519029,1,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 아이스크림 비비빅10+쿠앤크10+캔디바10+요맘때<b>딸기</b>10,https://link.auction.co.kr/gate/pcs?item-no=B699989916&sub-id=1&service-code=10000003,https://shopping-phinf.pstatic.net/main_5423096/54230961685.3.jpg,21500,,옥션,54230961685,2,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
HACCP 더자이언트 5리터 삼색 바닐라 초코 <b>딸기</b> 대용량 업소용 카페 아이스크림,https://smartstore.naver.com/main/products/11062198776,https://shopping-phinf.pstatic.net/main_8860670/88606704987.jpg,12350,,아이스크림 천국,88606704987,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"[롯데] JOEE 그릭요거트 20개 세트 (블루베리 10,<b>딸기</b> 10)",https://smartstore.naver.com/main/products/11723297879,https://shopping-phinf.pstatic.net/main_8926780/89267808378.jpg,18900,,은희  상회,89267808378,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"설빙 구슬아이스크림 <b>딸기</b>, 70ml, 12개",https://search.shopping.naver.com/catalog/55483700800,https://shopping-phinf.pstatic.net/main_5548370/55483700800.20250625141201.jpg,16660,,네이버,55483700800,1,설빙,,식품,과자/베이커리,아이스크림/빙수,아이스크림
하겐다즈 <b>딸기</b> (파인트) 473ml,https://smartstore.naver.com/main/products/2875304560,https://shopping-phinf.pstatic.net/main_8037304/80373048538.16.jpg,17900,,하겐다즈스토어,80373048538,2,하겐다즈,하겐다즈,식품,과자/베이커리,아이스크림/빙수,아이스크림
하겐다즈 크리스피 샌드위치 <b>딸기</b>,https://search.shopping.naver.com/catalog/51124587902,https://shopping-phinf.pstatic.net/main_5112458/51124587902.20241030223123.jpg,17900,,네이버,51124587902,1,하겐다즈,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 따옴바 <b>딸기</b> 75ML*4,https://affiliate.homeplus.co.kr/external/bridge?channelId=1000006&targetUrl=https%3A%2F%2Ffront.homeplus.co.kr%2Fitem%3FitemNo%3D069130846%26storeType%3DHYPER,https://shopping-phinf.pstatic.net/main_5474395/54743954581.jpg,6400,,홈플러스,54743954581,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"서울우유 아이스크림 <b>딸기</b>바, 65ml, 30개",https://smartstore.naver.com/main/products/12134533630,https://shopping-phinf.pstatic.net/main_8967904/89679044335.1.jpg,28800,,우유팡,89679044335,2,서울우유,서울우유,식품,과자/베이커리,아이스크림/빙수,아이스크림
[아이숑] 아이스바 하트숑 <b>딸기</b> &amp; 블루베리 (72mL X 2개),https://redirect.kurly.com/entry?utm_source=NaverShopping&utm_medium=2001&utm_term=1000045118&no=1000045118&kfpartnerID=1000000,https://shopping-phinf.pstatic.net/main_5758380/57583808140.jpg,16500,,컬리,57583808140,2,아이숑,,식품,과자/베이커리,아이스크림/빙수,아이스크림
롯데웰푸드 대용량 아이스크림 조안나 5L 바닐라 <b>딸기</b> 초코,https://search.shopping.naver.com/catalog/54929284180,https://shopping-phinf.pstatic.net/main_5492928/54929284180.20250523203012.jpg,24640,,네이버,54929284180,1,롯데웰푸드,롯데웰푸드,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 투게더 아이스크림 6종 4개 (바닐라 <b>딸기</b> 초코 프럴린아몬드 쿠앤크 택),https://smartstore.naver.com/main/products/5591360346,https://shopping-phinf.pstatic.net/main_8313585/83135856633.10.jpg,22000,,푸링크,83135856633,2,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
<b>딸기</b>에몽 아이스홈 <b>딸기</b>파인트 474ML,https://affiliate.homeplus.co.kr/external/bridge?channelId=1000006&targetUrl=https%3A%2F%2Ffront.homeplus.co.kr%2Fitem%3FitemNo%3D070812972%26storeType%3DHYPER,https://shopping-phinf.pstatic.net/main_5324664/53246649486.jpg,9990,,홈플러스,53246649486,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
대용량 업소용 구슬아이스크림 바닐라 <b>딸기</b> 요구르트  1개,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=7244357331&ctag=7244357331&lptag=P7244357331&itemId=18413741023&vendorItemId=85556060904&spec=10305199,https://shopping-phinf.pstatic.net/main_3917690/39176906495.jpg,554870,,쿠팡,39176906495,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 요맘때 바 플레인10개 복숭아10개 <b>딸기</b>10개,https://search.shopping.naver.com/catalog/48753056546,https://shopping-phinf.pstatic.net/main_4875305/48753056546.20250219104851.jpg,15840,,네이버,48753056546,1,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
[떼르드글라스] 유기농 천연 아이스크림90ml 7개 골라담기 다크브라운(초코) <b>딸기</b> 망고 바닐라 요거트,https://smartstore.naver.com/main/products/4882790201,https://shopping-phinf.pstatic.net/main_8242731/82427313672.3.jpg,37100,,떼르드글라스,82427313672,2,떼르드글라스,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"조안나5리터 아이스크림/바닐라,초코,<b>딸기</b>",https://smartstore.naver.com/main/products/4681580046,https://shopping-phinf.pstatic.net/main_8222610/82226100764.1.jpg,18000,,아이스크림할인점,82226100764,2,롯데,,식품,과자/베이커리,아이스크림/빙수,아이스크림
롯데웰푸드 롯데웰푸드 대용량 아이스크림 조안나 5L 바닐라 <b>딸기</b> 초코 2개 구성,https://link.gmarket.co.kr/gate/pcs?item-no=4427141510&sub-id=1003&service-code=10000003&lcd=100000036,https://shopping-phinf.pstatic.net/main_5619057/56190574984.1.jpg,24650,,G마켓,56190574984,2,롯데웰푸드,롯데웰푸드,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙빙바 망고 아이스크림 <b>딸기 빙수</b> 조안나,https://smartstore.naver.com/main/products/12749160141,https://shopping-phinf.pstatic.net/main_9029367/90293671090.jpg,11100,,Revoment,90293671090,2,,,식품,과자/베이커리,아이스크림/빙수,아이스크림
"빙그레 링키바 프룻츠 , 420ml, 1개",https://search.shopping.naver.com/catalog/55446345357,https://shopping-phinf.pstatic.net/main_5544634/55446345357.20250623110000.jpg,1500,,네이버,55446345357,1,빙그레,,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 얼음 떠먹는 컵 아이스크림 <b>딸기</b> 퐁당 <b>빙수</b> 10개,https://smartstore.naver.com/main/products/11931857151,https://shopping-phinf.pstatic.net/main_8947636/89476367839.1.jpg,18900,,쿨아이스크림,89476367839,2,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
"해태아이스크림 부라보콘 <b>딸기</b> , 150ml, 24개",https://search.shopping.naver.com/catalog/55381714645,https://shopping-phinf.pstatic.net/main_5538171/55381714645.20250710151331.jpg,27880,,네이버,55381714645,1,해태아이스크림,해태아이스크림,식품,과자/베이커리,아이스크림/빙수,아이스크림
빙그레 투게더 바닐라 2통+<b>딸기</b>우유 2통,https://link.gmarket.co.kr/gate/pcs?item-no=2108116279&sub-id=1003&service-code=10000003&lcd=100000036,https://shopping-phinf.pstatic.net/main_5422075/54220753175.6.jpg,21500,,G마켓,54220753175,2,빙그레,빙그레,식품,과자/베이커리,아이스크림/빙수,아이스크림
[대용량] 4L 라벨리 프리미엄 아이스크림 <b>딸기</b> 스토로베리 / 무료보냉,https://smartstore.naver.com/main/products/8855376058,https://shopping-phinf.pstatic.net/main_8639987/86399876381.jpg,23000,,서브큐,86399876381,2,라벨리,라벨리,식품,과자/베이커리,아이스크림/빙수,아이스크림
